categoria,taglia,genere,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto,modello,sport,colori
Scarpe Sportive,35.0,donna,NEW BALANCE,DYNASOFT NITREL V6 GTX - Scarpe da trail running - blue,119.99,119.99,https://www.zalando.it/new-balance-dynasoft-nitrel-v6-gtx-scarpe-da-trail-running-blue-ne241a0er-k12.html?size=35,DYNASOFT NITREL V6 GTX,scarpe da trail running,blue
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X HIERRO V9 - Scarpe da trail running - olivine,159.99,159.99,https://www.zalando.it/new-balance-fresh-foam-x-hierro-v9-scarpe-da-trail-running-olivine-ne241a0he-n12.html?size=35,FRESH FOAM X HIERRO V9,scarpe da trail running,olivine
Scarpe Sportive,35.0,donna,NEW BALANCE,GAROÉ V2 - Sneakers basse - dream state,119.99,119.99,https://www.zalando.it/new-balance-fresh-foam-x-garoe-v2-scarpe-da-trail-running-dream-state-ne241a0hf-k11.html?size=35,GAROÉ V2,sneakers basse,dream state
Scarpe Sportive,35.0,donna,NEW BALANCE,TEKTREL - Scarpe da trail running - sea salt,109.99,109.99,https://www.zalando.it/new-balance-tektrel-scarpe-da-trail-running-sea-salt-ne241a0hm-a11.html?size=35,TEKTREL,scarpe da trail running,sea salt
Scarpe Sportive,35.0,donna,NEW BALANCE,TEKTREL - Scarpe da trail running - phantom,109.99,109.99,https://www.zalando.it/new-balance-tektrel-scarpe-da-trail-running-phantom-ne241a0hm-q11.html?size=35,TEKTREL,scarpe da trail running,phantom
Scarpe Sportive,35.0,donna,NEW BALANCE,FUELCELL REBEL V4 - Scarpe da corsa su strada - twilight haze,159.99,159.99,https://www.zalando.it/new-balance-fuelcell-rebel-v4-scarpe-da-corsa-su-strada-twilight-haze-ne241a0hn-j11.html?size=35,FUELCELL REBEL V4,scarpe da corsa su strada,twilight haze
Scarpe Sportive,35.0,donna,NEW BALANCE,M1000 UNISEX - Sneakers basse - dark ice wine,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-dark-ice-wine-ne215p02k-q11.html?size=35,M1000 UNISEX,sneakers basse,dark ice wine
Scarpe Sportive,35.0,donna,NEW BALANCE,M1000 UNISEX - Sneakers basse - silver metallic,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-silver-metallic-ne215p03n-q11.html?size=35,M1000 UNISEX,sneakers basse,silver metallic
Scarpe Sportive,35.0,donna,NEW BALANCE,UNISEX - Sneakers basse - sea stone,169.99,169.99,https://www.zalando.it/new-balance-unisex-sneakers-basse-sea-stone-ne215p01q-q11.html?size=35,UNISEX,sneakers basse,sea stone
Scarpe Sportive,35.0,donna,NEW BALANCE,M1000 UNISEX  - Sneakers basse - reflection,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-reflection-ne215p03m-a11.html?size=35,M1000 UNISEX,sneakers basse,reflection
Scarpe Sportive,35.0,donna,NEW BALANCE,M1000 UNISEX - Sneakers basse - black,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-black-ne215p042-q11.html?size=35,M1000 UNISEX,sneakers basse,black
Scarpe Sportive,35.0,donna,NEW BALANCE,M1000 UNISEX - Sneakers basse - ice wine,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-ice-wine-ne215p04a-i11.html?size=35,M1000 UNISEX,sneakers basse,ice wine
Scarpe Sportive,35.0,donna,NEW BALANCE,M1000 UNISEX - Sneakers basse - woodland,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-woodland-ne215p032-n11.html?size=35,M1000 UNISEX,sneakers basse,woodland
Scarpe Sportive,35.0,donna,NEW BALANCE,TEKTREL - Scarpe da trail running - grey matter,109.99,109.99,https://www.zalando.it/new-balance-tektrel-scarpe-da-trail-running-grey-matter-ne241a0hm-c12.html?size=35,TEKTREL,scarpe da trail running,grey matter
Scarpe Sportive,35.0,donna,NEW BALANCE,GAROÉ V2 - Sneakers basse - calcium,119.99,119.99,https://www.zalando.it/new-balance-fresh-foam-x-garoe-v2-scarpe-da-trail-running-calcium-ne241a0hf-a11.html?size=35,GAROÉ V2,sneakers basse,calcium
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM ARISHI - Scarpe da corsa su strada - sea salt,99.99,99.99,https://www.zalando.it/new-balance-fresh-foam-arishi-v4-scarpe-da-corsa-su-strada-sea-salt-ne241a0hk-c11.html?size=35,FRESH FOAM ARISHI,scarpe da corsa su strada,sea salt
Scarpe Sportive,35.0,donna,NEW BALANCE,FUELCELL REBEL V4 - Scarpe da corsa su strada - hot mango,159.99,159.99,https://www.zalando.it/new-balance-fuelcell-rebel-v4-scarpe-da-corsa-su-strada-hot-mango-ne241a0hn-h11.html?size=35,FUELCELL REBEL V4,scarpe da corsa su strada,hot mango
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X HIERRO V8 GTX - Scarpe da trail running - black,179.99,179.99,https://www.zalando.it/new-balance-fresh-foam-x-hierro-v7-gtx-scarpe-da-trail-running-black-ne241a0g5-q14.html?size=35,FRESH FOAM X HIERRO V8 GTX,scarpe da trail running,black
Scarpe Sportive,35.0,donna,NEW BALANCE,FUELCELL REBEL V4 - Scarpe da corsa su strada - clay ash,159.99,159.99,https://www.zalando.it/new-balance-fuelcell-rebel-v4-scarpe-da-corsa-su-strada-clay-ash-ne241a0hn-a11.html?size=35,FUELCELL REBEL V4,scarpe da corsa su strada,clay ash
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X HIERRO V8 - Scarpe da trail running - gulf red tea tree,160.0,160.0,https://www.zalando.it/new-balance-freshhierro-scarpe-da-trail-running-gulf-red-tea-tree-ne241a0eh-g11.html?size=35,FRESH FOAM X HIERRO V8,scarpe da trail running,gulf red tea tree
Scarpe Sportive,35.0,donna,NEW BALANCE,FUELCELL PROPEL V5 - Sneakers basse - black black,129.99,129.99,https://www.zalando.it/new-balance-fuelcell-propel-v5-scarpe-running-neutre-black-black-ne241a0ew-q14.html?size=35,FUELCELL PROPEL V5,sneakers basse,black black
Scarpe Sportive,35.0,donna,NEW BALANCE,DYNASOFT NITREL V6 GTX - Scarpe da trail running - angora,99.99,99.99,https://www.zalando.it/new-balance-dynasoft-nitrel-v6-scarpe-da-trail-running-angora-ne241a0hj-b11.html?size=35,DYNASOFT NITREL V6 GTX,scarpe da trail running,angora
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X 1080 V14 - Sneakers basse - blue,189.99,189.99,https://www.zalando.it/new-balance-fresh-foam-x-1080-v14-scarpe-running-neutre-blue-ne241a0h7-k11.html?size=35,FRESH FOAM X 1080 V14,sneakers basse,blue
Scarpe Sportive,35.0,donna,NEW BALANCE,DYNASOFT BEAYA SPORT - Scarpe da allenamento - black,79.99,79.99,https://www.zalando.it/new-balance-dynasoft-beaya-sport-scarpe-da-allenamento-black-ne241a0gl-q11.html?size=35,DYNASOFT BEAYA SPORT,scarpe da allenamento,black
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X HIERRO V8 - Scarpe da trail running - licorice,160.0,160.0,https://www.zalando.it/new-balance-fresh-foam-x-hierro-v8-scarpe-da-trail-running-licorice-ne241a0eh-i13.html?size=35,FRESH FOAM X HIERRO V8,scarpe da trail running,licorice
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X HIERRO V8 - Scarpe da trail running - salt/marsh/limelight,160.0,160.0,https://www.zalando.it/new-balance-fresh-foam-x-hierro-v8-scarpe-da-trail-running-saltmarshlimelight-ne241a0eh-m13.html?size=35,FRESH FOAM X HIERRO V8,scarpe da trail running,salt/marsh/limelight
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X MORE V5 - Scarpe da corsa su strada - black,169.99,169.99,https://www.zalando.it/new-balance-fresh-foam-x-more-v5-scarpe-running-neutre-black-ne241a0h1-q11.html?size=35,FRESH FOAM X MORE V5,scarpe da corsa su strada,black
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM ARISHI - Scarpe da corsa su strada - dream state,99.99,99.99,https://www.zalando.it/new-balance-fresh-foam-arishi-scarpe-da-corsa-su-strada-dream-state-ne241a0hk-k11.html?size=35,FRESH FOAM ARISHI,scarpe da corsa su strada,dream state
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM ARISHI - Scarpe da corsa su strada - silver metallic,99.95,99.95,https://www.zalando.it/new-balance-fresh-foam-arishi-scarpe-da-corsa-su-strada-silver-metallic-ne241a0hk-d11.html?size=35,FRESH FOAM ARISHI,scarpe da corsa su strada,silver metallic
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM ARISHI V4 - Scarpe da corsa su strada - quarry blue,84.99,99.99,https://www.zalando.it/new-balance-fresh-foam-arishi-v4-scarpe-running-neutre-quarry-blue-ne241a0fv-k12.html?size=35,FRESH FOAM ARISHI V4,scarpe da corsa su strada,quarry blue
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X HIERRO V8 - Scarpe da trail running - black,160.0,160.0,https://www.zalando.it/new-balance-fresh-foam-x-hierro-v8-scarpe-da-trail-running-black-ne241a0eh-q15.html?size=35,FRESH FOAM X HIERRO V8,scarpe da trail running,black
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X EVOZ V4 - Scarpe da corsa su strada - clementine,129.99,129.99,https://www.zalando.it/new-balance-x-evoz-v4-scarpe-da-corsa-su-strada-clementine-ne241a0hd-h11.html?size=35,FRESH FOAM X EVOZ V4,scarpe da corsa su strada,clementine
Scarpe Sportive,35.0,donna,NEW BALANCE,FUELCELL PROPEL V5 - Sneakers basse - white,129.99,129.99,https://www.zalando.it/new-balance-fuelcell-propel-v5-scarpe-da-corsa-su-strada-white-ne241a0ew-a16.html?size=35,FUELCELL PROPEL V5,sneakers basse,white
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X EVOZ V4 - Scarpe da corsa su strada - blue laguna,129.99,129.99,https://www.zalando.it/new-balance-x-evoz-v4-scarpe-da-corsa-su-strada-blue-laguna-ne241a0hd-k11.html?size=35,FRESH FOAM X EVOZ V4,scarpe da corsa su strada,blue laguna
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X MORE V5 - Scarpe da corsa su strada - yellow,169.99,169.99,https://www.zalando.it/new-balance-fresh-foam-scarpe-da-corsa-su-strada-yellow-ne241a0hg-e11.html?size=35,FRESH FOAM X MORE V5,scarpe da corsa su strada,yellow
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X 1080 V14 - Sneakers basse - white/grey/blue,189.99,189.99,https://www.zalando.it/new-balance-fresh-foam-scarpe-da-corsa-su-strada-whitegreyblue-ne241a0h7-a13.html?size=35,FRESH FOAM X 1080 V14,sneakers basse,white/grey/blue
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X EVOZ V4 - Scarpe da corsa su strada - phantom,129.99,129.99,https://www.zalando.it/new-balance-fresh-foam-x-evoz-v4-scarpe-da-corsa-su-strada-phantom-ne241a0hd-q11.html?size=35,FRESH FOAM X EVOZ V4,scarpe da corsa su strada,phantom
Scarpe Sportive,35.0,donna,NEW BALANCE,FUELCELL PROPEL V5 - Sneakers basse - white,129.99,129.99,https://www.zalando.it/new-balance-fuelcell-propel-v5-scarpe-da-corsa-su-strada-white-ne241a0ew-a17.html?size=35,FUELCELL PROPEL V5,sneakers basse,white
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X MORE V5 - Scarpe da corsa su strada - pearl grey,169.99,169.99,https://www.zalando.it/new-balance-fresh-foam-x-more-v5-scarpe-da-corsa-su-strada-pearl-grey-ne241a0hg-c11.html?size=35,FRESH FOAM X MORE V5,scarpe da corsa su strada,pearl grey
Scarpe Sportive,35.0,donna,NEW BALANCE,TEKTREL - Scarpe da trail running - sunfade red,109.99,109.99,https://www.zalando.it/new-balance-tektrel-scarpe-da-trail-running-sunfade-red-ne241a0hm-g11.html?size=35,TEKTREL,scarpe da trail running,sunfade red
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM 680 V8 - Scarpe da corsa su strada - white,114.99,114.99,https://www.zalando.it/new-balance-fresh-foam-680-v8-scarpe-da-corsa-su-strada-white-ne241a0gn-a11.html?size=35,FRESH FOAM 680 V8,scarpe da corsa su strada,white
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM 680 V8 - Scarpe da corsa su strada - quarry blue,115.0,115.0,https://www.zalando.it/new-balance-fresh-foam-680-v8-scarpe-running-neutre-quarry-blue-ne241a0gn-k11.html?size=35,FRESH FOAM 680 V8,scarpe da corsa su strada,quarry blue
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X 1080 V14 - Sneakers basse - white/mint,189.99,189.99,https://www.zalando.it/new-balance-fresh-foam-scarpe-da-corsa-su-strada-whitemint-ne241a0h7-a12.html?size=35,FRESH FOAM X 1080 V14,sneakers basse,white/mint
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X 1080 V14 - Sneakers basse - white,189.99,189.99,https://www.zalando.it/new-balance-fresh-foam-x-1080-v14-scarpe-da-corsa-su-strada-white-ne241a0h7-a11.html?size=35,FRESH FOAM X 1080 V14,sneakers basse,white
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM 680 V8 - Scarpe da corsa su strada - grey matter,115.0,115.0,https://www.zalando.it/new-balance-fresh-foam-680-scarpe-running-neutre-grey-matter-ne241a0gn-c11.html?size=35,FRESH FOAM 680 V8,scarpe da corsa su strada,grey matter
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM 680 V8 - Scarpe da corsa su strada - black,114.99,114.99,https://www.zalando.it/new-balance-fresh-foam-680-scarpe-running-neutre-black-ne241a0gn-q11.html?size=35,FRESH FOAM 680 V8,scarpe da corsa su strada,black
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X MORE V5 - Scarpe da corsa su strada - white/green,169.99,169.99,https://www.zalando.it/new-balance-fresh-foam-x-more-v5-scarpe-da-corsa-su-strada-whitegreen-ne241a0hg-a11.html?size=35,FRESH FOAM X MORE V5,scarpe da corsa su strada,white/green
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X EVOZ V4 - Scarpe da corsa su strada - white,129.99,129.99,https://www.zalando.it/new-balance-fresh-foam-x-evoz-v4-scarpe-da-corsa-su-strada-white-ne241a0hd-a12.html?size=35,FRESH FOAM X EVOZ V4,scarpe da corsa su strada,white
Scarpe Sportive,35.0,donna,NEW BALANCE,FUELCELL PROPEL V5 - Sneakers basse - melon water,129.99,129.99,https://www.zalando.it/new-balance-fuelcell-propel-v5-scarpe-da-corsa-su-strada-melon-water-ne241a0ew-m12.html?size=35,FUELCELL PROPEL V5,sneakers basse,melon water
Scarpe Sportive,35.0,donna,NEW BALANCE,FUELCELL PROPEL V5 - Sneakers basse - black,129.99,129.99,https://www.zalando.it/new-balance-fuelcell-propel-v5-scarpe-running-neutre-black-ne241a0ew-q13.html?size=35,FUELCELL PROPEL V5,sneakers basse,black
Scarpe Sportive,35.0,donna,NEW BALANCE,FRESH FOAM X 1080 V14 - Sneakers basse - black,189.99,189.99,https://www.zalando.it/new-balance-fresh-foam-x-1080-v14-scarpe-running-neutre-black-ne241a0h7-q11.html?size=35,FRESH FOAM X 1080 V14,sneakers basse,black
Scarpe Sportive,35.5,donna,ASICS,TRAIL SCOUT 3 - Scarpe da trail running - black/light ube,64.99,64.99,https://www.zalando.it/asics-trail-scout-3-scarpe-da-trail-running-blacklight-ube-as141a10h-q14.html?size=35.5,TRAIL SCOUT 3,scarpe da trail running,black/light ube
Scarpe Sportive,35.5,donna,UNDER ARMOUR,REIGN 6 - Scarpe da allenamento - black / anthracite / metallic silver,125.99,139.99,https://www.zalando.it/under-armour-tribase-reign-6-scarpe-da-allenamento-black-anthracite-metallic-silver-un241a0cw-q11.html?size=35.5,REIGN 6,scarpe da allenamento,black / anthracite / metallic silver
Scarpe Sportive,35.5,donna,ASICS,GEL-SONOMA 7 GTX - Scarpe da trail running - black/graphite grey,85.0,85.0,https://www.zalando.it/asics-gel-sonoma-7-gtx-scarpe-da-trail-running-blackgraphite-grey-as141a0xr-q12.html?size=35.5,GEL sonoma 7 gtx,scarpe da trail running, black/graphite grey
Scarpe Sportive,35.5,donna,ASICS,FUJI LITE 5 - Scarpe da trail running - rainy lake/black,139.99,139.99,https://www.zalando.it/asics-fuji-lite-5-scarpe-da-trail-running-rainy-lakeblack-as141a18v-m11.html?size=35.5,FUJI LITE 5,scarpe da trail running,rainy lake/black
Scarpe Sportive,35.5,donna,ASICS,GEL-SONOMA 8 GTX - Sneakers basse - black/carrier grey,119.99,119.99,https://www.zalando.it/asics-gel-sonoma-8-gtx-scarpe-da-trail-running-blackcarrier-grey-as141a1ac-q11.html?size=35.5,GEL sonoma 8 gtx,sneakers basse, black/carrier grey
Scarpe Sportive,35.5,donna,UNDER ARMOUR,BANDIT TRAIL 3 - Scarpe da corsa su strada - hydro green/silica green/blush orange,89.99,89.99,https://www.zalando.it/under-armour-bandit-tr-3-scarpe-running-neutre-hydro-greensilica-greenblush-orange-un241a0d2-m11.html?size=35.5,BANDIT TRAIL 3,scarpe da corsa su strada,hydro green/silica green/blush orange
Scarpe Sportive,35.5,donna,NEW BALANCE,M1000 UNISEX - Sneakers basse - dark ice wine,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-dark-ice-wine-ne215p02k-q11.html?size=35.5,M1000 UNISEX,sneakers basse,dark ice wine
Scarpe Sportive,35.5,donna,NEW BALANCE,M1000 UNISEX - Sneakers basse - silver metallic,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-silver-metallic-ne215p03n-q11.html?size=35.5,M1000 UNISEX,sneakers basse,silver metallic
Scarpe Sportive,35.5,donna,NEW BALANCE,UNISEX - Sneakers basse - sea stone,169.99,169.99,https://www.zalando.it/new-balance-unisex-sneakers-basse-sea-stone-ne215p01q-q11.html?size=35.5,UNISEX,sneakers basse,sea stone
Scarpe Sportive,35.5,donna,NEW BALANCE,M1000 UNISEX  - Sneakers basse - reflection,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-reflection-ne215p03m-a11.html?size=35.5,M1000 UNISEX,sneakers basse,reflection
Scarpe Sportive,35.5,donna,NEW BALANCE,M1000 UNISEX - Sneakers basse - black,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-black-ne215p042-q11.html?size=35.5,M1000 UNISEX,sneakers basse,black
Scarpe Sportive,35.5,donna,NEW BALANCE,M1000 UNISEX - Sneakers basse - ice wine,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-ice-wine-ne215p04a-i11.html?size=35.5,M1000 UNISEX,sneakers basse,ice wine
Scarpe Sportive,35.5,donna,NEW BALANCE,M1000 UNISEX - Sneakers basse - woodland,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-woodland-ne215p032-n11.html?size=35.5,M1000 UNISEX,sneakers basse,woodland
Scarpe Sportive,35.5,donna,ASICS,GEL-VENTURE 10 - Scarpe da trail running - maple sugar/cozy pink,79.99,79.99,https://www.zalando.it/asics-gel-venture-10-scarpe-da-trail-running-maple-sugarcozy-pink-as141a1ah-j11.html?size=35.5,GEL venture 10,scarpe da trail running, maple sugar/cozy pink
Scarpe Sportive,35.5,donna,ASICS,NOVABLAST 5 TR - Scarpe da corsa su strada - nature bathing guava,149.99,149.99,https://www.zalando.it/asics-scarpe-running-neutre-nature-bathing-guava-as141a1an-b11.html?size=35.5,NOVABLAST 5 TR,scarpe da corsa su strada,nature bathing guava
Scarpe Sportive,35.5,donna,ASICS,GT-1000 13 GTX - Scarpe da corsa su strada - black/stadium orange,149.95,149.95,https://www.zalando.it/asics-gt-1000-13-gtx-scarpe-da-corsa-stabili-blackstadium-orange-as141a19l-q11.html?size=35.5,GT 1000 13 gtx,scarpe da corsa su strada, black/stadium orange
Scarpe Sportive,35.5,donna,UNDER ARMOUR,REIGN 6 - Scarpe da allenamento - white/distant gray/downpour gray,139.99,139.99,https://www.zalando.it/under-armour-tribase-reign-6-scarpe-da-allenamento-whitedistant-graydownpour-gray-un241a0cw-a12.html?size=35.5,REIGN 6,scarpe da allenamento,white/distant gray/downpour gray
Scarpe Sportive,35.5,donna,ASICS,GEL-SONOMA 8 GTX - Sneakers basse - black/light ube,119.95,119.95,https://www.zalando.it/asics-gel-sonoma-8-gtx-scarpe-da-trail-running-blacklight-ube-as141a1ac-q12.html?size=35.5,GEL sonoma 8 gtx,sneakers basse, black/light ube
Scarpe Sportive,35.5,donna,ASICS,GEL-TRABUCO 13  - Sneakers basse - black/graphite grey,169.99,169.99,https://www.zalando.it/asics-gel-trabuco-13-gtx-scarpe-da-trail-running-blackgraphite-grey-as141a1ae-q11.html?size=35.5,GEL trabuco 13,sneakers basse, black/graphite grey
Scarpe Sportive,35.5,donna,ASICS,GEL-NIMBUS 27 - Sneakers basse - wave teal/illuminate mint,199.95,199.95,https://www.zalando.it/asics-gel-nimbus-27-scarpe-da-corsa-su-strada-wave-tealilluminate-mint-as141a1af-k11.html?size=35.5,GEL nimbus 27,sneakers basse, wave teal/illuminate mint
Scarpe Sportive,35.5,donna,UNDER ARMOUR,REIGN 6 - Scarpe da allenamento - ivory dune/stone/white,139.99,139.99,https://www.zalando.it/under-armour-tribase-reign-6-scarpe-da-allenamento-ivory-dunestonewhite-un241a0cw-b11.html?size=35.5,REIGN 6,scarpe da allenamento,ivory dune/stone/white
Scarpe Sportive,35.5,donna,ASICS,TRABUCO TERRA 2 - Scarpe da trail running - saxon green/light ube,119.99,119.99,https://www.zalando.it/asics-trabuco-terra-2-scarpe-da-trail-running-saxon-greenlight-ube-as141a15k-m11.html?size=35.5,TRABUCO TERRA 2,scarpe da trail running,saxon green/light ube
Scarpe Sportive,35.5,donna,ASICS,TRABUCO MAX 4 - Scarpe da trail running - cold moss/nova orange,179.99,179.99,https://www.zalando.it/asics-trabuco-max-4-scarpe-da-trail-running-cold-mossnova-orange-as141a1ab-k11.html?size=35.5,TRABUCO MAX 4,scarpe da trail running,cold moss/nova orange
Scarpe Sportive,35.5,donna,ASICS,GEL-TRABUCO 13 - Scarpe da trail running - black/nova orange,159.99,159.99,https://www.zalando.it/asics-gel-trabuco-13-scarpe-da-trail-running-blacknova-orange-as141a1a7-k11.html?size=35.5,GEL trabuco 13,scarpe da trail running, black/nova orange
Scarpe Sportive,35.5,donna,PUMA,FAST-TRAC NITRO - Scarpe da trail running - feather gray pure/magenta modern mint,130.0,130.0,https://www.zalando.it/puma-fast-trac-nitro-scarpe-da-trail-running-feather-graypure-magentamodern-mint-pu111a1hx-c11.html?size=35.5,FAST trac nitro,scarpe da trail running, feather gray pure/magenta modern mint
Scarpe Sportive,35.5,donna,ASICS,TRABUCO TERRA 2 - Scarpe da trail running - black/huddle yellow,119.99,119.99,https://www.zalando.it/asics-trabuco-terra-2-scarpe-da-trail-running-blackhuddle-yellow-as141a15k-q14.html?size=35.5,TRABUCO TERRA 2,scarpe da trail running,black/huddle yellow
Scarpe Sportive,35.5,donna,ASICS,MAGIC SPEED 4 - Scarpe da corsa su strada - soothing sea/black,179.99,179.99,https://www.zalando.it/asics-magic-speed-4-scarpe-da-corsa-su-strada-soothing-seablack-as141a195-k11.html?size=35.5,MAGIC SPEED 4,scarpe da corsa su strada,soothing sea/black
Scarpe Sportive,35.5,donna,ASICS,GEL-TRABUCO 13 - Scarpe da trail running - nova orange/light ube,159.99,159.99,https://www.zalando.it/asics-gel-trabuco-13-scarpe-da-trail-running-nova-orangelight-ube-as141a1a7-h11.html?size=35.5,GEL trabuco 13,scarpe da trail running, nova orange/light ube
Scarpe Sportive,35.5,donna,PUMA,PWR NITRO SQD2 - Scarpe da corsa su strada - black pure magenta,103.95,130.0,https://www.zalando.it/puma-nitro-2-scarpe-da-corsa-su-strada-black-pure-magenta-pu144a0c2-q13.html?size=35.5,PWR NITRO SQD2,scarpe da corsa su strada,black pure magenta
Scarpe Sportive,35.5,donna,ASICS,GEL-PULSE 16 - Scarpe da corsa su strada - wave teal/soothing sea,109.99,109.99,https://www.zalando.it/asics-gel-pulse-16-scarpe-da-corsa-su-strada-wave-tealsoothing-sea-as141a1ag-k11.html?size=35.5,GEL pulse 16,scarpe da corsa su strada, wave teal/soothing sea
Scarpe Sportive,35.5,donna,ASICS,JOLT 5 - Scarpe da corsa su strada - black/carrier grey,59.99,59.99,https://www.zalando.it/asics-jolt-5-scarpe-da-corsa-su-strada-blackcarrier-grey-as141a1ak-q12.html?size=35.5,JOLT 5,scarpe da corsa su strada,black/carrier grey
Scarpe Sportive,35.5,donna,ASICS,GEL-TRABUCO 13 - Scarpe da trail running - light ube/pure aqua,159.99,159.99,https://www.zalando.it/asics-gel-trabuco-13-scarpe-da-trail-running-light-ubepure-aqua-as141a1a7-j11.html?size=35.5,GEL trabuco 13,scarpe da trail running, light ube/pure aqua
Scarpe Sportive,35.5,donna,PUMA,MORPHIC - Scarpe da corsa su strada - white-warm white-sun struck,47.95,80.0,https://www.zalando.it/puma-morphic-sneakers-basse-white-warm-white-sun-struck-pu115o0pg-a18.html?size=35.5,MORPHIC,scarpe da corsa su strada,white-warm white-sun struck
Scarpe Sportive,35.5,donna,ASICS,GT-2000 13 TR - Scarpe da corsa su strada - nature bathing/guava,159.99,159.99,https://www.zalando.it/asics-gt-2000-13-tr-scarpe-da-corsa-su-strada-nature-bathingguava-as141a1aq-b11.html?size=35.5,GT 2000 13 tr,scarpe da corsa su strada, nature bathing/guava
Scarpe Sportive,35.5,donna,ASICS,JOLT 5 - Scarpe da corsa su strada - greyish purple/coral reef,59.99,59.99,https://www.zalando.it/asics-jolt-5-scarpe-da-corsa-su-strada-greyish-purplecoral-reef-as141a1ak-i11.html?size=35.5,JOLT 5,scarpe da corsa su strada,greyish purple/coral reef
Scarpe Sportive,35.5,donna,ASICS,TRABUCO TERRA 2 - Scarpe da trail running - dark aubergine/stadium orange,119.99,119.99,https://www.zalando.it/asics-trabuco-terra-2-scarpe-da-trail-running-dark-auberginestadium-orange-as141a15k-i12.html?size=35.5,TRABUCO TERRA 2,scarpe da trail running,dark aubergine/stadium orange
Scarpe Sportive,35.5,donna,PUMA,SOFTRIDE HARLI - Scarpe da allenamento - green moon-velvet moss-warm white,48.95,65.0,https://www.zalando.it/puma-softride-harli-scarpe-da-allenamento-green-moon-velvet-moss-warm-white-pu141a132-m11.html?size=35.5,SOFTRIDE HARLI,scarpe da allenamento,green moon-velvet moss-warm white
Scarpe Sportive,35.5,donna,ASICS,GEL-VENTURE 10 - Scarpe da trail running - black/graphite grey,79.99,79.99,https://www.zalando.it/asics-gel-venture-10-scarpe-da-trail-running-blackgraphite-grey-as141a1ah-q11.html?size=35.5,GEL venture 10,scarpe da trail running, black/graphite grey
Scarpe Sportive,35.5,donna,ASICS,GT-1000 13 - Scarpe da corsa su strada - indigo fog/white,129.95,129.95,https://www.zalando.it/asics-gt-1000-13-scarpe-da-corsa-su-strada-indigo-fogwhite-as141a18x-i11.html?size=35.5,GT 1000 13,scarpe da corsa su strada, indigo fog/white
Scarpe Sportive,35.5,donna,ASICS,FUJI SPEED 3 - Scarpe da trail running - nova orange/light ube,179.99,179.99,https://www.zalando.it/asics-fuji-speed-3-scarpe-da-trail-running-nova-orangelight-ube-as141a191-h11.html?size=35.5,FUJI SPEED 3,scarpe da trail running,nova orange/light ube
